nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0008409	Ramzi Abed	1973	\N	director,producer,actor	tt0312003,tt0306158,tt1508689,tt1038916

nm0008892	Romi Aboulafia	1984	\N	actress,camera_department,production_designer	tt0163262,tt1930371,tt0313126,tt1226753

nm0009012	Jody Abrahams	1974	\N	actor,director,producer	tt10127554,tt4760616,tt8577392,tt1599348

nm0009016	Jon Abrahams	1977	\N	actor,director,producer	tt0175142,tt0212338,tt0397065,tt5073756

nm0009153	Abiola Abrams	1976	\N	actress,producer,director	tt0403208,tt0403542,tt0273300,tt0403385

nm0009424	Joe Absolom	1978	\N	actor,soundtrack	tt0408381,tt0251806,tt0088512,tt2537176

nm0009629	Stefano Accorsi	1971	\N	actor,writer,director	tt0274497,tt0265930,tt4300480,tt3270896

nm0009918	Amy Acker	1976	\N	actress	tt0285333,tt0162065,tt0264464,tt1259521

nm0010207	Juana Acosta	1976	\N	actress	tt3673036,tt0297174,tt1321865,tt6101820

nm0010248	Tamara Acosta	1972	\N	actress	tt0378284,tt0299876,tt1569539,tt0208088

nm0010338	Jason 'Wee Man' Acuña	1973	\N	actor,writer,producer	tt2281215,tt1116184,tt1950234,tt0493430

nm0010402	Yumi Adachi	1981	\N	actress	tt0183174,tt2466104,tt0768120,tt0227379

nm0010515	Arnaud Adam	1972	\N	actor	tt5885598,tt1160930,tt0428406,tt0241303

nm0010611	Piotr Adamczyk	1972	\N	actor,producer	tt0435100,tt5370828,tt0284406

nm0010736	Amy Adams	1974	\N	actress,soundtrack,producer	tt2543164,tt0461770,tt1800241,tt0918927

nm0011348	Seth Adams	1977	\N	actor,art_department,location_management	tt0768218,tt3289728,tt0413573,tt1054634

nm0012078	Scott Adkins	1976	\N	actor,producer,stunts	tt3344680,tt1211837,tt1764651,tt6237612

nm0012126	Cisco Adler	1978	\N	soundtrack,actor,producer	tt0464154,tt0942385,tt1144884,tt1234719

nm0012239	Sarah Adler	1978	\N	actress,soundtrack	tt0360845,tt4830786,tt6896536,tt0807721

nm0012311	Raida Adon	1972	\N	actress,director	tt0298358,tt1392882,tt4565380,tt0176650

nm0012778	Aftab Shivdasani	1978	\N	actor,writer,producer	tt1024943,tt0319020,tt0214931,tt0272688

nm0012830	Al Agami	1972	\N	actor,soundtrack,music_department	tt0168629,tt0194608,tt4675926,tt0472526

nm0012932	Arthur Agee	1972	\N	actor	tt0115163,tt5562056,tt3155328,tt3729292

nm0013640	Marián Aguilera	1977	\N	actress	tt0475464,tt0303458,tt7156656,tt8589660

nm0013793	Marvin Agustin	1979	\N	actor,soundtrack,director	tt0479693,tt0216753,tt1149354,tt0368323

nm0013898	Daniel Ahearn	1975	\N	actor,soundtrack,miscellaneous	tt0141842,tt1086334,tt1411238,tt0097523

nm0013990	Christian Ahlers	1974	\N	actor,visual_effects	tt0187393,tt0173171,tt0187696,tt0139809

nm0014095	Basma	1976	\N	actress	tt2568204,tt1664814,tt0762124,tt0422798

nm0014432	Ricardo Aibéo	1973	\N	actor,director,producer	tt6206834,tt5430600,tt0228766,tt0309035

nm0014474	Umie Aida	1973	\N	actress,producer	tt0269402,tt0862930,tt3079634,tt1838507

nm0014814	José Airosa	1971	\N	actor	tt0374155,tt0442940,tt1242503,tt1236371

nm0015001	Ajith Kumar	1971	\N	actor	tt0442781,tt0417241,tt0920457,tt1705772

nm0015196	Malin Akerman	1978	\N	actress,producer,soundtrack	tt0988595,tt0409459,tt2118624,tt1481572

nm0015359	Fatih Akin	1973	\N	director,actor,producer	tt0347048,tt1244668,tt0880502,tt5723272

nm0016080	Fatih Alas	1976	\N	actor	tt0170949,tt1791522,tt0309110,tt0390018

nm0017541	Steve Alderfer	1980	\N	actor,miscellaneous	tt0395843,tt4396630,tt0058796,tt1131746

nm0017914	Marina Aleksandrova	1982	\N	actress	tt0297002,tt3084238,tt4231140,tt1031282

nm0018121	Flávia Alessandra	1974	\N	actress	tt1124063,tt0476078,tt6471684,tt1500550

nm0018964	Tzvetan Alexiev	1972	\N	actor	tt0186209,tt7734664,tt1264914,tt7466788

nm0019133	Victor Alfieri	1971	\N	actor,producer,stunts	tt0372183,tt0808151,tt1575574,tt3342444

nm0020329	Brittany Allen	1986	\N	actress,producer,writer	tt7073710,tt1190634,tt5735280,tt4520992

nm0020354	Chad Allen	1974	\N	actor,producer	tt0123099,tt0103405,tt0092074,tt0090496

nm0020739	Krista Allen	1971	\N	actress	tt0096542,tt0305224,tt0426459,tt3924978

nm0020751	Laura Allen	1974	\N	actress	tt1493239,tt4015500,tt0389564,tt3729898

nm0020931	Ray Allen	1975	\N	actor,producer	tt3319196,tt0242508,tt0124718,tt10414010

nm0021225	Javier Aller	1972	2018	actor,miscellaneous	tt0314121,tt0464996,tt0497411,tt2023587

nm0022306	Laz Alonso	1974	\N	actor,soundtrack,producer	tt1190634,tt5390504,tt1013752,tt0499549

nm0022323	Ryan Alosio	1973	\N	actor,producer	tt4052886,tt4938700,tt8785320,tt3262076

nm0022351	David Alpay	1980	\N	actor,producer	tt0758790,tt0273435,tt0488813,tt0483726

nm0022767	Idan Alterman	1971	\N	actor,director,writer	tt0306294,tt0306345,tt0312187,tt0268696

nm0022993	Martín Altomaro	1976	\N	actor	tt0103705,tt1649632,tt0456467,tt0160463

nm0023524	Suzana Alves	1978	\N	actress,soundtrack	tt0228778,tt0489458,tt5574870,tt0109366

nm0024202	Luisa Amatucci	1971	\N	actress	tt6180106,tt0117367,tt8191736,tt0117185

nm0024227	Rafael Amaya	1977	\N	actor,producer	tt2777882,tt1064899,tt3005242,tt1033976

nm0024404	Lauren Ambrose	1978	\N	actress,soundtrack,producer	tt0248654,tt0386117,tt0206226,tt0127723

nm0024796	Diana Amft	1975	\N	actress,soundtrack	tt3544978,tt0954636,tt3110942,tt3182470

nm0025483	Eva Amurri Martino	1985	\N	actress,miscellaneous	tt0815178,tt1232200,tt0280460,tt0332375

nm0025584	Anahí	1982	\N	actress,music_department,soundtrack	tt1005814,tt0414766,tt0244325,tt0327274

nm0025745	Elena Anaya	1975	\N	actress,soundtrack,casting_director	tt1263750,tt1189073,tt0451279,tt0254455

nm0026425	Blondie Anderson	1976	\N	actress	tt0281670,tt0268559,tt0348742,tt0229379

nm0026621	Devon Anderson	1987	\N	actor	tt0088512,tt0366043,tt1979918,tt0120185

nm0027094	Liz Anderson	1982	\N	actress,producer,director	tt2126355,tt2639718,tt1445201,tt4942520

nm0027810	Rikke Louise Andersson	1972	\N	actress,miscellaneous	tt1340107,tt3237468,tt0110631,tt0161292

nm0027942	Masanobu Andô	1975	\N	actor	tt0266308,tt0380027,tt0116767,tt0906665

nm0028067	Júlio Andrade	1976	\N	actor,director,writer	tt7216954,tt5822138,tt5259978,tt2478746

nm0028846	Shawn Andrews	1971	\N	actor	tt1230364,tt0106677,tt1103221

nm0029391	Michelle Ang	1983	\N	actress,soundtrack,producer	tt1712261,tt1464174,tt3387648,tt3743822

nm0029400	Michael Angarano	1987	\N	actor,writer,director	tt0865556,tt2231253,tt0405325,tt0181875

nm0029846	Ambra Angiolini	1977	\N	actress,soundtrack	tt0890885,tt2368715,tt1031218,tt2580658

nm0030217	Lisa Ann	1972	\N	actress,director,producer	tt9716136,tt3356664,tt3599774,tt1310622

nm0030361	Chloë Annett	1971	\N	actress,soundtrack	tt1745932,tt0094535,tt0118292,tt0098833

nm0031162	Benz Antoine	1972	\N	actor,writer,producer	tt0452608,tt0165929,tt4332152,tt0430308

nm0031644	Marco António	1979	\N	actor	tt0179013,tt0488460,tt0490760,tt0296338

nm0031704	Anya	1976	\N	actress	tt1230545,tt0341495,tt0294251,tt0284878

nm0031827	Shinsuke Aoki	1976	\N	actor	tt5086910,tt0215993,tt0104926,tt0113834

nm0031876	Takuji Aoyagi	1971	\N	composer,actor	tt1375730,tt5101958,tt3875130,tt0235819

nm0032224	Trine Appel	1972	\N	actress,writer,director	tt1475526,tt1638267,tt10944358,tt0246370

nm0032629	Angel Aquino	1973	\N	actress	tt0816483,tt3204904,tt2904024,tt2717558

nm0032633	Carlo Aquino	1985	\N	actor,soundtrack	tt1781768,tt0185910,tt3031030,tt0399989

nm0032643	Kris Aquino	1971	\N	actress,producer	tt3837198,tt0345623,tt3104988,tt0430082

nm0033152	Arata Iura	1974	\N	actor	tt1371630,tt0204622,tt1124377,tt0278413

nm0033312	Taís Araújo	1978	\N	actress,soundtrack	tt0809665,tt0138277,tt0407377,tt2372755

nm0033473	Oksana Arbuzova	1973	\N	actress,writer	tt0096858,tt0104951,tt0230404,tt0135702

nm0034728	Silvana Arias	1982	\N	actress,casting_department,producer	tt0192917,tt1576074,tt2873956,tt5724084

nm0034733	Yancey Arias	1971	\N	actor,producer,director	tt0337978,tt1064899,tt0324865,tt3502248

nm0035128	Swann Arlaud	1981	\N	actor,casting_department,director	tt1565958,tt4466336,tt6805302,tt8095860

nm0035629	Blake Armstrong	1981	\N	producer,actor,assistant_director	tt4167880,tt1838645,tt3867572,tt8323434

nm0035790	Lance Armstrong	1971	\N	actor,miscellaneous	tt0096697,tt0463034,tt0364725,tt5886510

nm0035826	Matthew John Armstrong	1973	\N	actor	tt0813715,tt1844624,tt0319930,tt0460627

nm0035978	Sharmaine Arnaiz	1974	\N	actress	tt0111069,tt0133969,tt0219101,tt0335453

nm0036283	Caspar Arnhold	1972	\N	actor,producer,writer	tt1629716,tt1826958,tt1190916,tt0430116

nm0036924	Mariya Aronova	1972	\N	actress	tt5844488,tt1116026,tt4187590,tt2177609

nm0037423	Danny Arroyo	1979	\N	actor,producer,writer	tt3355496,tt5320002,tt7801694

nm0037973	Ashley Artus	1971	\N	actor	tt0120894,tt0113492,tt0330373,tt1707386

nm0038338	Junko Asamiya	1975	\N	actress	tt0183256,tt0190479,tt4007346,tt0187171

nm0038355	Tadanobu Asano	1973	\N	actor,director,composer	tt1440129,tt0800369,tt0416044,tt3501632

nm0038375	Mirei Asaoka	1971	\N	actress	tt0226262,tt2978662,tt0104874,tt0148332

nm0038604	Árni Ásgeirsson	1972	\N	director,writer,actor	tt1282135,tt0407531,tt0323177,tt0805324

nm0038875	John Asher	1971	\N	actor,director,producer	tt3564200,tt2749258,tt1401621,tt0368530

nm0039064	Jay Ashley	1971	\N	actor,director,miscellaneous	tt0349108,tt9663632,tt0160273,tt0333804

nm0039212	Halli Ashton	1977	\N	actress	tt0180677,tt0240837,tt0192703,tt0160852

nm0039317	Chris Ashworth	1975	\N	actor,writer,producer	tt2741602,tt0306414,tt3502248,tt1860357

nm0039591	Kumiko Asô	1978	\N	actress	tt0155796,tt0286751,tt0368855,tt0997193

nm0039641	Charlene Aspen	1973	\N	actress,camera_department	tt0273966,tt1116926,tt1343922,tt0306790

nm0039813	Vivienne van den Assem	1983	\N	actress,soundtrack	tt0819784,tt0436986,tt2234275,tt0106090

nm0039906	Priscila Assum	1982	\N	actress	tt1616014,tt1456606,tt0856775,tt0115929

nm0040015	Mackenzie Astin	1973	\N	actor	tt0110157,tt0078610,tt4254242,tt1837576

nm0040038	Barry Atsma	1972	\N	actor,director	tt6258718,tt7631146,tt1959563,tt4610378

nm0040210	Ayumi Asô	1974	\N	actress	tt0202366,tt0111919,tt4677958,tt0154968

nm0041542	Alexandra Auder	1971	\N	actress,producer,writer	tt0102316,tt0093186,tt2004402,tt0114011

nm0042212	Trond Fausa	1972	\N	actor,director	tt0780621,tt0808185,tt1958961,tt0857353

nm0042543	Tony Austin	1978	\N	sound_department,composer,actor	tt0479884,tt0420958,tt1879713,tt0860450

nm0042605	Serena Autieri	1976	\N	actress	tt3907790,tt1454460,tt0346426,tt0429046

nm0042950	Clarah Averbuck	1979	\N	actress,writer	tt7246712,tt0184786,tt9794708,tt0882820

nm0043268	Tom Avni	1986	\N	actor	tt0484339,tt2012463,tt3734442,tt0162678

nm0043384	Mira Awad	1975	\N	actress,soundtrack,writer	tt0476643,tt2131698,tt1172963,tt0904447

nm0043855	Reiko Aylesworth	1972	\N	actress,director,producer	tt0128853,tt0285331,tt0758730,tt1839578

nm0043966	Kristian Ayre	1977	\N	actor,writer	tt0142074,tt0159899,tt0115366,tt0319343

nm0044229	Dudu Azevedo	1978	\N	actor,soundtrack	tt1309406,tt0429310,tt1615946,tt6971264

nm0044299	Nasha Aziz	1971	\N	actress	tt1278442,tt0270226,tt0997258,tt8344320

nm0044376	Eloy Azorín	1977	\N	actor	tt0297174,tt0243142,tt0270480,tt0185125

nm0044474	Richard Azurdia	1974	\N	actor,casting_director,miscellaneous	tt0439100,tt0859760,tt0446082,tt2312036

nm0044617	Inday Ba	1972	2005	actress	tt0288263,tt1511543,tt0120483,tt0096555

nm0044749	Erol Babaoglu	1977	\N	actor	tt0989272,tt0978649,tt2825894,tt0421513

nm0045388	Marat Basharov	1974	\N	actor,soundtrack	tt0374298,tt0768685,tt0246119,tt4187590

nm0045393	Abhishek Bachchan	1976	\N	actor,music_department,soundtrack	tt2461132,tt0432047,tt0499375,tt1185420

nm0045461	Alicja Bachleda	1983	\N	actress,soundtrack	tt0399095,tt0420206,tt1235796,tt1706625

nm0045491	Balz Bachmann	1971	\N	composer,music_department,actor	tt1556690,tt0388205,tt7734566,tt0466227

nm0045698	Jimmy Backman	1973	\N	actor	tt2616118,tt6510954,tt0120451,tt0176953

nm0046277	Doona Bae	1979	\N	actress	tt1371111,tt3661798,tt0468492,tt0310775

nm0047181	Catherine Bailey	1980	\N	actress	tt1638319,tt0280770,tt3015054,tt3581932

nm0047419	Miranda Bailey	1977	\N	producer,actress,director	tt3172532,tt4034354,tt6547044,tt0350774

nm0047487	Scott Bailey	1978	\N	actor,director	tt1326238,tt5511582,tt0937403,tt2369702

nm0049085	Zeba Bakhtiar	1971	\N	actress,director,producer	tt0347566,tt0237095,tt3395608,tt0111303

nm0049229	Janus Nabil Bakrawi	1974	\N	actor,writer,location_management	tt1295041,tt0826760,tt0383164,tt0170407

nm0049346	Patrick Baladi	1971	\N	actor	tt0290978,tt1979320,tt0963178,tt1937264

nm0049753	Clare Balding	1971	\N	actress	tt2261103,tt8635966,tt3610926,tt2318786

nm0050156	Eric Balfour	1977	\N	actor,producer,director	tt0248654,tt1564585,tt0285331,tt1519931

nm0050458	Sam Ball	1973	\N	actor,writer,editor	tt2040560,tt0272020,tt0337563,tt0265591

nm0050584	Alimi Ballard	1977	\N	actor,producer	tt0203019,tt0120647,tt0204993,tt1596343

nm0050586	Amy Ballard	1971	\N	actress	tt0245904,tt0256535,tt0116246,tt0141561

nm0050787	Elena Ballesteros	1981	\N	actress,soundtrack	tt1016301,tt0124958,tt0395890,tt0340529

nm0050924	Mark Ballou	1971	\N	assistant_director,actor,make_up_department	tt0106140,tt0094737,tt0970416,tt3647498

nm0051397	Jamie Bamber	1973	\N	actor,producer	tt1166893,tt0407362,tt4715356,tt5269594

nm0051405	Florian Bamberg	1982	\N	actor	tt0106178,tt9605114,tt0117722,tt0312085

nm0051939	Thomas Bangalter	1975	\N	soundtrack,composer,actor	tt0271027,tt0800022,tt1386697,tt0120053

nm0052353	Marc Bannerman	1973	\N	actor	tt0088512,tt0461720,tt7737394,tt0260658

nm0052508	Jeremy Banster	1973	\N	actor,producer,writer	tt4338336,tt2375211,tt3672994,tt8883922

nm0052937	Chris Baran	1974	\N	actor	tt0255312

nm0053028	Philip Barantini	1980	\N	actor,producer,director	tt9257652,tt8159196,tt7366338,tt9820352

nm0054411	Alessia Barela	1974	\N	actress,writer	tt4703676,tt0329731,tt1219282,tt2297972

nm0055239	Gary Barlow	1971	\N	soundtrack,actor,composer	tt1509767,tt0486655,tt1270798,tt2802144

nm0055433	Yael Barnatán	1976	\N	actress,assistant_director	tt0198093,tt0442335,tt0185125,tt0118822

nm0056041	Kacey Clarke	1988	\N	actress,writer,producer	tt1220617,tt0483776,tt1220634,tt0075512

nm0056187	Sacha Baron Cohen	1971	\N	actor,writer,producer	tt0415306,tt0443453,tt0889583,tt1707386

nm0056995	Claudine Barretto	1979	\N	actress,soundtrack	tt0398198,tt0757933,tt0442312,tt0352080

nm0057217	Malcolm Barrett	1980	\N	actor,soundtrack,producer	tt5511582,tt1235547,tt2235108,tt5016504

nm0057776	Nerea Barros	1981	\N	actress,producer	tt7576814,tt1201103,tt3009456,tt3253930

nm0057951	Chantelle Barry	1980	\N	actress,soundtrack,composer	tt0364845,tt6060586,tt0387199,tt5807780

nm0058029	Jason Barry	1972	\N	actor,writer,director	tt5686128,tt0120338

nm0058375	Adam S. Barta	1979	\N	actor,composer,producer	tt0167739,tt7493384,tt5278596,tt0160306

nm0058864	Murray Bartlett	1971	\N	actor,producer	tt1753460,tt2581458,tt3322310,tt2287945

nm0058983	Jayce Bartok	1975	\N	actor,producer,director	tt0120238,tt7137906,tt0418586,tt6059570

nm0059215	Mischa Barton	1986	\N	actress,writer	tt0119506,tt0125439,tt0362359,tt0167404

nm0059431	Jay Baruchel	1982	\N	actor,writer,director	tt1456635,tt0892769,tt1245492,tt1646971

nm0059600	Philippe Bas	1973	\N	actor	tt1418572,tt0402158,tt0116954,tt1793239

nm0060287	Valentina Bassi	1972	\N	actress	tt0497670,tt5613066,tt0311048,tt0114102

nm0060607	Bipasha Basu	1979	\N	actress,soundtrack,music_department	tt0348843,tt0278291,tt2140315,tt1017456

nm0060705	Beatriz Batarda	1974	\N	actress,miscellaneous	tt1654523,tt3451254,tt1362543,tt0406669

nm0061223	Pooja Batra	1976	\N	actress,producer,casting_department	tt0135161,tt0238591,tt0328503,tt0338477

nm0061574	Pelin Batu	1978	\N	actress	tt1764360,tt1505875,tt0494958,tt0884805

nm0061639	Vanessa Bauche	1973	\N	actress,producer,director	tt0245712,tt0168734,tt0419294,tt0120746

nm0061672	Stephanie Bauder	1975	\N	actress,make_up_department,miscellaneous	tt0160278,tt0103352,tt0078714,tt0116073

nm0062133	Sonja Baum	1975	\N	actress	tt0393813,tt1615237,tt0880585,tt0806910

nm0063136	Erwan Baynaud	1983	\N	actor	tt0113788,tt3797766,tt0110425,tt0181530

nm0063356	Arzu Bazman	1977	\N	actress	tt3833900,tt0178142,tt0400021,tt0378417

nm0063387	Géraldine Bazán	1983	\N	actress	tt3975034,tt1748418,tt0263467,tt0374645

nm0063440	Adam Beach	1972	\N	actor,producer,miscellaneous	tt0409847,tt0418689,tt0245562,tt0245686

nm0063944	Sugar Lyn Beard	1981	\N	actress,producer,soundtrack	tt1306980,tt2823054,tt1700841,tt1243974

nm0064433	Michelle Beaudoin	1975	\N	actress	tt0353489,tt0108845,tt0115341,tt0176700

nm0064749	Ellie Beaven	1980	\N	actress	tt0094819,tt0260611,tt0348060,tt9686348

nm0064773	Mike Beaver	1973	\N	actor,writer,director	tt4903242,tt1001508,tt0472954,tt1442437

nm0065281	Sonja Beck	1971	\N	actress	tt1227773,tt0248409,tt0806910,tt2157326

nm0065493	Kuno Becker	1978	\N	actor,director,writer	tt0314170,tt0380389,tt0473360,tt3036600

nm0065743	David Beckham	1975	\N	actor,miscellaneous,writer	tt3672826,tt1638355,tt1972591,tt0380389

nm0066447	Brandon Beemer	1980	\N	actor,producer	tt0092325,tt0056758,tt1688612,tt0058796

nm0066586	Max Beesley	1971	\N	actor,soundtrack,composer	tt5650650,tt1796960,tt4273282,tt1632701

nm0066763	Bibiana Beglau	1971	\N	actress	tt0461836,tt0234805,tt4538384,tt5089068

nm0066803	Linda Begonja	1972	\N	actress	tt10768804,tt3856016,tt3164154,tt2486856

nm0066972	Lukas Behnken	1979	\N	actor,producer,production_manager	tt0804503,tt0413573,tt3379352,tt0318883

nm0067032	Götz Behrendt	1976	\N	actor	tt0110285,tt0118471,tt0445879,tt0312097

nm0067083	Yeniffer Behrens	1976	\N	actress,producer,writer	tt0935095,tt0111255,tt6060190,tt8463464

nm0067367	Bérénice Bejo	1976	\N	actress,cinematographer	tt0464913,tt0183790,tt1655442,tt2404461

nm0067768	Jordan Belfi	1978	\N	actor,camera_department,miscellaneous	tt3214240,tt0413573,tt0986263,tt0387199

nm0068338	Kristen Bell	1980	\N	actress,producer,soundtrack	tt0800039,tt0412253,tt2294629,tt2771372

nm0068484	Rini Bell	1981	\N	actress	tt0204946,tt0162346,tt0362227,tt0215129

nm0068643	Belladonna	1981	\N	actress,director,producer	tt0341350,tt1791528,tt2214849,tt1254244

nm0068755	Clara Bellar	1972	\N	actress,director,writer	tt1337570,tt0365407,tt0449086,tt0212720

nm0069168	Pier Giorgio Bellocchio	1974	\N	actor,producer,camera_department	tt0111230,tt2184227,tt0109561,tt0461331

nm0069991	Karl Ben	1977	\N	actor	tt0326015,tt0416142,tt0323386,tt2385694

nm0070454	Chris Bender	1971	\N	producer,actor,manager	tt1464540,tt0399146,tt3014866,tt0289879

nm0070905	Lucie Benesová	1974	\N	actress	tt0094758,tt0182728,tt3131326,tt2385320

nm0071742	Elizabeth Ann Bennett	1978	\N	actress	tt1778924,tt0364845,tt0165859,tt0383393

nm0072162	Sadie Benning	1973	\N	director,soundtrack,actress	tt0179900,tt2262227,tt0177780,tt0177875

nm0072354	Djamel Bensalah	1976	\N	writer,director,actor	tt0182006,tt0281108,tt0365950,tt1830499

nm0072648	Shaun Benson	1976	\N	actor,director,writer	tt1190634,tt2070776,tt0056758,tt5640450

nm0072840	Lamont Bentley	1973	2005	actor	tt0115275,tt0290332,tt0106079,tt0114609

nm0073162	Murilo Benício	1972	\N	actor,director,writer	tt1781724,tt0289800,tt9365634,tt2303077

nm0073875	Quirin Berg	1978	\N	producer,actor,executive	tt5500148,tt5754602,tt3042408,tt0405094

nm0074257	Knut Berger	1975	\N	actor,writer	tt0408777,tt0880605,tt0425491,tt0352994

nm0076447	Erika Bernardi	1976	\N	actress	tt0200215,tt0253525,tt0369235,tt0319344

nm0076579	Tanja Wenzel	1978	\N	actress,soundtrack	tt0458349,tt0313021,tt0108979,tt0487271

nm0077074	Jesse Bernstein	1974	\N	actor,producer,director	tt8319428,tt2729716,tt0364845,tt4155680

nm0077257	Egor Beroev	1977	\N	actor	tt2522082,tt1101026,tt2094767,tt0374298

nm0077959	Lola Berthet	1977	\N	actress,soundtrack,producer	tt1107614,tt0352047,tt0311048,tt0307832

nm0079273	Paul Bettany	1971	\N	actor,director,writer	tt0183790,tt1615147,tt0268978,tt0311113

nm0079374	Angela Bettis	1973	\N	actress,producer,director	tt0319970,tt0303361,tt0172493,tt0367153
